at,score,content
2022-11-28 16:22:18,5,"Memudahkan dalam berbelanja.. pengiriman cepat.. bertransaksi jadi lancar.. tp sedikit saran.. lebih bagus lagi kalau ada produk frozen nya juga.. seperti ayam, ikan, nuggets dll.. Terimakasih"
2022-02-11 16:58:30,2,"Lama di prosesnya, dari habis checkout menuju ke konfirmasi lewat chat lewat WA nya aja bisa sampe 1jam lebih bahkan 2jam pun pernah, jd bikin was2 antara di acc apa engga apa gmn2 nya, belum lagi nunggu pengirimannya"
2020-12-15 17:43:23,2,"Didaerahku pelayanannya kurang bagus, pelayanan COD nya tdk jalan, customer disuruh ambil sendiri ke toko. Pas sudah ambil di toko barang belum disiapkan sm sekalli dan harus ikut ngantri juga. Gak mau lg order pake aplikasi. Kapok. Mending langsung ke toko fisik aja klo mo beli."
2023-12-29 13:24:22,5,Aplikasinya bagus banget😍 tinggal klik ga lama langsung di anterin. Ga ribet lagi kalo mau belanja susu dan kebutuhan anak tinggal buka alfagift aja. Sampe pas ujan gede juga mesen di alfagift bela-belain di anterin sama pegawainya alfagift. Top deh gausah di raguin kualitasnya🥰🥰🥰
2022-06-04 12:20:51,5,"Kalo kamu seseorang yg malas / ga ada waktu keluar rumah buat belanja, aplikasi ini sangat membantu karna ada layanan pesan antar(gratis ongkir)😍, membantu sekali saat tiba2 susu & kebutuhan mendesak lain habis 😚😚 gak sampe 10menit langsung d respon, barang sampai gak lebih 1jam ♥️😍😍"
2022-04-20 06:13:10,4,"Sebelum update ke versi terbaru mah lancaaaar banget, seneng krn belanja jd gampang. Eh pas update versi terbaru 4.9.0 malahan jd ga bagus, tiap klik barang yg mo dibeli pemberitahuannya ""mohon maaf server kami sedang kelebihan pengunjung"", masa kelebihan pengunjung ampe berhari², subuh² juga pemberitahuannya begitu. Tapi pas saya datengin toko mah banyak tuh kantong² belanja yg belanja lewat alfagift siap dikirim. Saya jd bingung"
2024-01-14 11:10:33,1,Mau tambah alamat pakai titik gps gak bisa. Katanya lokasi tidak terdeteksi padahal izin lokasi udah aktif. Padahal pas nyari alfa terdekat titik bisa terdeteksi 🤦🏻‍♂️
2022-12-13 14:04:21,4,"Alfagift sangat membantu memudahkan untuk belanja, saran sih semoga ada fitur ubah metode pembayaran dan ubah alamat, terkadang salah klik tapi ga bisa cancel/ubah."
2023-12-22 09:18:15,5,"Bagus tawwa aplikasi na, bisaki pilih2 barang dan cari yg murah sesuai kebutuhan dan isi dompet.., dan yang antar pesanan janganki kasi nunggu pelanggan karena itu juga bagian dari pelayanan.."
2022-06-08 07:40:39,1,"Saya pesan dri tanggal 3 juni sampai sekarang belum diantarkan,pihak toko membatalkan pesanan tapi diaplikasi masih proses, benar benar kecewaa,terus pengembalian dana nya bagaimana??? Sudah email tapi tidak ada balasan,sungguh mengecewakan"
2023-07-09 13:49:14,5,"Aku kasih bintang 5,selama bertahun tahun pakai Alfagift tidak pernah ada kendala.selalu dapat promo,bahkan selalu dapat harga miring semiring miringnya😍.stock barang selalu ada,pokoknya benar2 aplikasi yang joss"
2022-04-23 08:59:36,3,"tolong diperbaiki aplikasinya, sy baru beberapa kali peaan alfagift awalnya lancar tp 1 mggu ini sy mau pesan tapi tdk bisa "" Tidak Ada Koneksi Internet"" tulisannya. sedangkan aplikasi yg bisa terkonek."
2023-09-11 14:34:17,1,Susah banget bikin alamat juga ga bisa bisa padahal udah lengkap udah detail tapi ada kesalahan trus di pilih titik lokasinya malah lokasi ga terdeteksi. Pdahal udah pasang GPS juga heran
2022-09-05 16:11:40,1,"Padahal aplikasi sudah versi terbaru, tapi setiap mau masuk muncul motif 'perbaharui aplikasi'. Jadinya gabisa masuk, udah hapus dan instal ulang tetap gabisa masuk jugaa, ini gimana sih? Error?"
2024-01-03 23:08:42,2,Semua sudah bagus tapi terkadang receipt tidak masuk kedalam history padahal di tokonya sudah melakukan pembayaran dan memberikan nomor member... Apa karena karyawannya yang tidak paham atau memang ada bug di aplikasinya... Tolong jg Karyawannya kadang ada yang tidak menanyakan ada member atau tidak masa iya kita yang memberitahukannya...
2024-01-16 20:56:53,2,"Jujur kecewa banget sama pelayanan alfa gift ini Sebelum nya lancar aja tapi setelah sekian lama pake alfa gift hadeh.. Ada kurirnya yg salah kirim ke rumah lain, ada yg gak bawa kembalian kalo pesen cash, dan yg terakhir hari ini saya pesen obat dan belanjaan lain datangnya lama. Aplikasi sekarang kata kurir gak muncul no. Telp penerima,, ini krusial banget sih kenapa di hide no. Telp penerimanya kan biasanya juga kurir bisa WA ke penerima biar ngasih tau posisi rumah dan lain sebagainya."
2024-01-11 12:10:05,1,Dimana saya bisa menemukan struk belanja? Setiap kali belanja di alfamart kasir selalu bilang struk belanja nya ada di alfagift tapi tidak pernah ketemu. Kair tidak pernah memberikan struk secara fisik sehingga saya bingung berapa harga barang yang dibeli dan total belanja saya.
2023-11-26 00:29:38,5,"Sudah sekitar 3 tahun terakhir saya mulai belanja menggunakan alfagift, sejauh ini tidak ada masalah. Pengiriman cepat, pelayanan ramah,banyak promo dan diskon gratis ongkir pula meskipun alamatnya jauh. Terimakasih sudah membantu, belanja jadi lebih praktis"
2023-12-29 08:03:04,1,"Alfagift mengecewakan, tidak bertanggung jawab.. Bikin promosi untuk mengumpulkan STAR agar bisa ditukar hadiah tapi STAR nya tidak masuk2 hingga masa promosi nya habis.. Bener2 penipuan, pihak customer service nya payaaahh.. ditelpon cuma habisin pulsa gak ada solusi, diemail dan di medsos pun gak ada respon.. Paraaahhh, kacaaau.. mengecewakan sekali !!!!"
2023-12-29 13:04:39,5,"Aplikasi belanja online dan offline yang bagus sekali, bisa belanja dengan mudah, bisa online dan offline pun juga bisa. Pengirimannya yang cepat dan tepat waktu. Serta aplikasi ini mudah sekali digunakan nya. Dan selalu ada voucher dan diskon. Pokoknya the bestt bangettt 👍👍👍 #HanyaAlfagift"
2023-10-18 20:55:17,3,Ya bagusih memudahkan juga. Tapi nomor toko gak ada satupun yg bisa dihubungi. Bahkan ada yg gak nyantumin nomornya. Ada jam pengantaran dan request di anter sejam sesudah pembayaran baru dianterin 3 jam kemudian.
2022-03-23 14:19:52,5,"Mudah banget gunakan aplikasinya... Membantu untuk melihat harga barang di Alfamart, mudah mencari barang promo, di tambah sekarang bisa belanja tanpa harus ke toko dan di antar langsung oleh karyawan Alfamart, sangat membantu sekali untuk kita 😍😍😍 terima kasih Alfagift 😇😇😇"
2024-07-21 10:38:58,5,"Aplikasinya bagus,pelayanan jg bagus,kurir ramah. Tp mohon diperhatikan lg barangnya,krn bbrp kali terjadi kalau beli minuman pack yg hrs pakai sedotan,tdk diberi sedotannya dan kdg kemasannya pengok2. Jika memang tdk ada stok lain,mohon diinfokan ke konsumen. Sy tetap beri bintang 5 krn didaerah sy, pelayanan deliverynya bagus dan sopan. Semoga bs menjadi masukan. Thankyou."
2023-03-26 14:48:48,1,"Aplikasi aneh, kalau misalnya memang nomor hp saya sudah terdaftar kenapa ketika akan merubah password konfirmasinya malah belum tetdaftar. Selain itu sudah beberapa kali belanja di alfamart ketika di coba menggunakan nomor hp yg sudah 'TERDAFTAR' di applikasi masih aja tidak bisa. Payah"
2023-12-07 14:27:48,5,"Terimakasih alfagift, sejak kenal alfagift jadi nggak bingung lagi untuk masalah belanja bulanan, dan kebutuhan harian lainya. Tinggal pilih aja barang yang kita perlukan, dianter deh sampe depan pintu tanpa biaya tambahan lagi.. Cocok banget untuk mak2 yang masih ribet sama krucil 😍😍 sangat membantu #HanyaAlfagift 👍👍"
2023-05-12 06:04:09,5,"Aku kasih bintang 5. Karena hampir seminggu 2x order di Alfagift terutama susu & popok. Udah gratis ongkir & banyak promonya lagi. Sering dapat juga potongan klo bayar lewat gopay. Kurirnya ramah & cepat pengirimannya. Merasa terbantu sekali, terima kasih 🙂 Tingkatin slalu pelayanannya 👍"
2023-07-09 13:52:53,5,"Bintang 5 buat alfagift. Karena apa?? Udah mudah, banyak untungnya pulak. Dapat point yang bisa ditukar dengan produk gratis/ produk murah, ga pelit kupon yang bikin produk produknyamakin murce. Lopppp sekebon pokonya. Belanja tanpa ribet?? Ya alfagift ❤️"
2023-12-21 08:18:24,5,"Belanja di aplikasi alfagift sangat membantu dan praktis banget, ga perlu repot keluar rumah belanjaan sudah bisa langsung di antar kedepan pintu, produk nya lengkap, dan pilihan pembayaran nya pun beragam, banyak diskon dan promo lain nya juga 💯💯"
2022-11-29 08:54:49,5,"Aplikasinya sangat membantu anak kos, soalnya ada fitur delivery dan paling ngebantu juga karena metode pembayarannya buanyaaak banget karena anak kos pasti duitnya mencar-mencar di banyak ewallet, thanks alfagift sudah hadir membantu anak kos"
2023-05-08 08:33:15,1,"Pagi ini saya belanja beli 2 rinso ukuran 770 gram di rak tertulis 10k karena murah saya ambil 2 setelah di kasir teryata harganya per satunya 28.500 jadi totalnya 57.000 karena salah harga saya mau cancel teryata petugasnya bilang tidak bisa dikembalikan, padahal barang tidak saya buka atau sobek dan lagi yg menaruh harga 10.000 kan dari alfamart sendiri, saya agak kecewa dengan system pelayanan dan sytem yg buruk alfamart sebenarnya tetapi saya bayar juga"
2023-04-18 16:31:42,1,"tiap habis bayar langsung loading kek keong, perlu banyak perbaikan. sekelas alfamart kok apknya kacangan banget, fiturnya juga perlu ditambah urutkan harga & diskon. itu penting🤪"
2024-02-21 07:25:00,3,"Pengiriman kurir lama, padahal sudah di klik pada waktu pengiriman maksimal 1 jam. Kmaren juga saya belanja krn ada beberpa barang tidak ada, di chat sama pelayan toko kalau sudah di batalkan dan saya di suruh ke cek out lagi. Saya tunggu poin saya kembali sampe sekarang gak juga kembali 😠"
2022-03-17 14:06:11,5,"Aplikasi yang bagus, mempermudah belanja saat dairumah, malas keluar, saat pandemi, apalagi saat isoman, pernah ada salah barang tp bisa diperbaiki, diganti lagi barangnya sesuai yg dipesan, team tokonya juga ramah, terimakasih"
2019-06-05 20:57:12,1,"Izin akses lokasi telah dibolehkan untuk aplikasi ini dan lokasi GPS telah dihidupkan, namun saat klik lokasi toko tetap ada notifikasi yg seolah-olah akses lokasi belum diizinkan. Mohon perbaiki bug ini agar saya bisa mengubah bintang untuk aplikasi ini"
2025-02-13 07:20:59,5,Belanja gratis ongkir pastinya di alfagift 👍👍
2025-02-13 16:21:12,5,Belanja gratis ongkir pastinya di alfagift
2023-12-29 01:18:32,5,"Alfagift bikin Belanja jadi enak.karena,tidak perlu keluar rumah,tinggal pesan lewat aplikasi alfagift, barang dikirim sampe rumah, gratis pula.tersedia macam-macam pilihan metode pembayarannya juga, pegawainya ramah banget. Di Alfagift banyak banget promonya, udah gitu produknya lengkap dari keperluan bayi, keperluan rumah,sembako, makanan kucing,mainan dan masih banyak lagi. #HanyaAlfagift pilihan saya,bikin hemat waktu,hemat biaya juga,Seneng banget belanja di alfagift."
2023-08-11 16:43:08,1,Ga ada tombol bayar tunai. Padahal saya belanja 70ribu. Dan ga ada tombol utk menggunakan Poin . Versi Sebelumnya masih bs. Setelah update aplikasi tidak bisa lg. Kalau sudah betul ada tombol tunai dan pemakaian poin LG akan saya tambahkan bintang nya
2023-02-19 11:35:41,3,Sering banget pakr alfagift buat belanja. Walaupun pengiriman kadang lebih dri 3 jam tpi lumayan la gratis ongkir. Cuma fitur cod kembalikan yg tanpa minimum pembelian dong :) kadang ga selalu ada saldo loh :)
2023-01-02 06:44:24,3,Tadinya saya suka pakai aplikasi ini. Bahkan tidak pernah mengecewakan. Krn banyak kupon yang bisa di pakai untuk potongan harga. Tp lama2 bikin kesel. Kupon hanya berlaku untuk pembayaran tertentu saja. Jd kupon banyak yg terbuang sia2. Dan skrg lbh kesel lg ga ada pilihan metode pembayaran COD.... Yaaahhh... Susah donk buat aku yg ga punya aplikasi m banking dan lain2.....
2022-02-28 21:27:30,1,"Niatnya memudahkan, tapi pengirimannya super lama. Order pagi, di apps maksimal pengantaran jam 21.00 smpe jam 22.00 blm dianter dan ga ada konfirmasi. Nunggu yg ga pasti jadinya. Ga recomended utk yg urgent. Tolong jgn nanggung dong alfagift kalau mau memudahkan customer."
2020-04-27 10:29:06,2,"Aplikasinya masih belum smooth, loding lama kalo ada promo banyak yg akses langsung down cuma muter doank. Tolong diperbaiki lagi, rekrut programmer aplikasi yg handal."
2022-08-05 05:06:47,5,"Suka banget 😍kalau belanja pakai alfagift padahal rumah gak terlalu jauh sama Alfamart tetapi kalau butuh pasti pakai alfagift dan pelayanan nya baik banget, pengiriman cepat nyampe nya ,barang lengkap , mudah , dan gak perlu bayar ongkirnya alias gratis ongkir 🥰🥰🥰 ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐💯"
2023-01-10 18:44:45,1,"Kenapa belanja di Alfagift kalau pakai metode pickup, pesanan tidak pernah di selesaikan oleh karyawan ? Barang sudah di ambil tp pesanan masih aja ""dalam proses"" statusnya.. Kalau pas ada event cashback resolusi gini kan jd merugikan bagi yg order lewat alfagift, jd ga bisa dpt voucher cashback nya.. Tolong dong itu karyawan² alfamart yg bagian ngurusin pesanan Alfagift di evaluasi ulang.. Masa' orderan sudah diambil, tp 1bulan kemudian baru di selesaikan pesanannya... Parah bangeett.."
2022-06-22 08:08:37,3,"Dear Alfagift. Mohon untuk ""harus mengaktifkan GPS"" bisa ditinjau ulang. Karena itu yg membuat saya jarang memakai aplikasi ini. Menambah ribet untuk aktifkan dahulu dan bila lupa mematikan GPS setelah memakai aplikasi bisa bikin baterai cepat habis. Terimakasih"
2023-11-29 18:03:33,3,"Bagus sih, membantu sekali.. Tapo kenapa tibatiba alfagift ngga bisa kebuka ya? Tpilan depan pertama ngga mau ilang, aku instal ulang baru bisa kebuka, tapk setelah nutup ngga bisa kebuka lagi.."
2024-01-05 15:14:46,4,App yg versi terbaru ini disy ada kendala ny pak. Biasa nya pas pembayaran muncul Shopee pay/paylater. Ini skrg hny Shopee pay dompet wallet sj. Tidak bisa terhubung ke paylater lg. Bisa di beri solusi pak. Mau download versi lama udh nggak ada
2023-12-26 08:49:18,3,"Banyak barang yang gak update stok. Dua kali bolak balik disuruh balik gegara minyak kosong-pengiriman nanti. Pas balik masih kosong padahal stok di app ada cuma di inventaris gudang gaada katanya belum dikirim. Customer care lemot, tiap cabang ga terdaftar di WA ngehubungin susah. Masa mau sms/telpon pulsa regular? Mana cust. Carenya ga bebas pulsa."
2023-03-01 02:54:30,1,"Tolong dibenerin sistemnya : -poin, star & stamp ga langsung masuk di hari yg sama (toko sebelah langsung masuk saat itu juga setelah struk tercetak). -stok di aplikasi & toko ga sinkron (aplikasi ada stok, di toko ga ada). -pesanan sudah selesai tapi di alfagift masih dalam proses jadi ngegantung deh poinnya. -kalo pesan antar tokonya sudah ditentukan otomatis ga bisa pilih (keseringan barang yg mau dibeli stoknya ga ada di toko yg pesan antar ini, adanya di cabang lain jadi mesti pick up)"
2021-10-06 19:43:28,4,sebenarnya ini aplikasi sangat memabntu sekali cuma sayangnya toko yg kita mau kadang mengecewakan pelayanannya..barang kita sudah pesan sudah bayar lunas harusnya di pisah dulu bias pas customer datang tinggal ambil barang...seringnya pas datang barang baru di cari jdi ujungnya kehabisan stok pdhal si aplikasi barangnya ada makanya bisa cekout..semoga kedepannya ada catatat untuk toko.nya pas kita mau cekout sama bisa ngasih rating toko..biar tokonya gak nyepelein barang pesenan lewat aplikasi.
2023-05-17 09:51:31,5,"Bintang 5 dong #BebasBelanjaUntung, sebenarnya pake aplikasi alfagift udah lama sih...selama pake alfagift udah sangat menolong banget..apalagi kalau lagi mager dirumah. Mau beli apa aj tinggal pesan, promonya juga banyak, harganya juga terjangkau dan juga ongkirnya gratis lagi. Soo, buruan deh donlod apk alfagift, membantu banget. Cuan maksimal🥰"
2024-02-08 07:23:09,1,"ini bisa dipake gasi aplikasinya? muter mulu semenjak update. kirain internetku yg lola, tp buka aplikasi berat berat juga bisa, yg gabisa cuma alfagift. mau belanja jd males krn liat berandanya muter mulu"
2024-05-10 12:25:55,1,"pengalaman paling menjengkelkan belanja melalui aplikasi ini. Hampir 5 jam menunggu pesanan tapi tidak kunjung datang, akhirnya memilih untuk membatalkan pesan dan mengajukan pengembalian dana. Sudah hampir sebulan dana tidak kunjung dikembalikan oleh pihak Alfa. TOLONG DONG DUIT GUE DIBALIKIN.!!!!"
2019-12-10 14:48:15,5,"Aplikasi ini sangat membantu saya untuk menemukan berbagai macam promo menarik, Bukan hanya itu, saya juga bisa ngumpulin poin yg saya bisa tukarkan dengan berbagai hadiah menarik tentunya, serta dengan aplikasi ini saya juga banyak mendapatkan potongan harga di setiap pembelanjaan saya👍👍"
2023-03-11 06:31:39,5,"Fasilitas pembayaran, promo, dsb saya rasa cukup lengkap. Hanya perlu diperbaiki untuk kemudahan akses nya karena saat masuk aplikasi sering loading lama untuk menu nya muncul. Kemudian sistem poin alfagift sebaiknya masuk saat selesai bayar di kasir agar saat itu juga bisa tau sudah masuk atau belum poinnya. Terimakasih alfagift semoga masukkan saya bisa diterima dan diterapkan untuk pelayanan yang diberikan agar lebih baik lagi."
2023-10-27 09:32:40,5,"ALFAGIFT ini penolong banget buat yg ga punya waktu datang ke toko. Praktis simpel tinggal pencet dan masukin barang2 kebutuhan ke keranjang ,bayar dan langsung barang cepet diantar sampai rumah.Yes semudah itu udah gt Banyak Promo menarik bisa dapat point lagi. Free ongkir dan bisa diatur jam kirim sesuai kemauan kita selain itu pembayaran mudah bisa pakai e-wallet.Pokoknya puas mantul banget aplikasi Alfagift sangat membantu sekali.Lengkap,hemat dan Akurat ❤❤❤!Paling Favoritku #HanyaAlfagift"
2023-01-19 23:22:02,1,"Aplikasi gak jelas gak bisa chat toko dan pihak alfagift nya kalo ada masalah kita cmn bisa beli pilih aja brg beli bayar tapi kita gak tau kapan smpe nya se terah mereka aja yg ngirim lama bgt , ini kejadian beli di jam 21:29 wib smpe skg udh mau jam 12 blm ada konfirmasi bisa atau di batalkan saja pdhl saja sudah bayar brg gak jelas mau nnya kmna jga gak tau sbnr nya blm siap aplikasi terlalu memaksakan kalo emg udh tutup tolong di matikan sja aplikasi nya sehingga tidak bisa chek out lagi."
2024-02-12 06:43:57,3,"Edann... Ngebantu banget pas darurat ga bisa keluar..superfast lagi pengirimannya, Cuma itemnya ga fleksible alias kurang banyak pilihannya. Sayangnya tiap beli pagi ditoko ga pernah di kasih tanda terima padahal ada diskon."
2019-12-10 16:39:59,5,"aplikasi serba untung dengan fitur yang lengkap, mudah di akses dan menguntungkan saat dipakai buat belanja di Alfamart :) kini belanja lebih hemat dengan aplikasi keren ini. makasih admin udah memberikan untung banyak terhadap konsumen alfamart."
2024-02-24 18:57:59,1,"Ga ngerti lagi apa maksudnya alfamart. Belanja di toko dibatasi. Belanja di aplikasi, Voucher cb masuknya lama, bahkan 1 x 24 jam blm masuk. Padahal slogannya gak habis2 dan anti ribet, tapi kenyataannya dibatasi dan super ribet"
2022-02-15 09:27:33,1,"Saya sudah mencoba mendaftar menggunakan nomor telfon yg benar dan terdaftar dan juga nomor kartu pintar yg telah terdaftar,tapi tetap saja tidak bisa masuk ke aplikasi ini...saya sudah mencoba berkali2 tapi hasilnya tetap tidak bisa,sangat MENGECEWAKAN."
2023-12-23 11:14:21,5,"aplikasinya sangat membantu untuk orang yg lagi mager mau keluar buat belanja lgsg ke toko. pilihannya banyak dan pastinya lengkap sesuai stock di toko. dan jgn khawatir bisa diantar lgsg kerumahhh, pastinya gratisss ongkirrrrr!!!....."
2023-11-03 06:08:23,3,"Untuk belanja oke,tapi kalau bisa ikutin toko sebelah,dia bisa bayar bayar langganan lokal sampai nasional,karena ribet juga kalau mau bayar contoh gas lokal (sp2j palembang) harus datang ke alfamart dulu,belum lagi itu hanya menerima pakai cash,kalau ada di alfa gift kan,gak payah mau ke alfamart,dan bisa cashless"
2024-03-12 15:01:14,1,"Tolong perbaiki khusus kurir pengantaran alfagift, saling komunikasi dengan kasirnya. Pesanan saya selalu kurang atau tertukar. Salah saya memang saat datang tidak dicek kembali, tapi kejadian ini slalu terulang. Saya pesan kecap bango dengan promo 720ml/1000g x 2 dengan harga Rp53000 namun yg datang 720ml dan 520ml. Sebelumnya saya pesan dengan yang sama datangnya benar namun cuma beda jam datangnya beda. Karyawan anda yang bermain produk promo dan produk gratis atau sistemnya?"
2021-07-15 13:10:25,2,"Untuk jangkauan lokasi harusnya bisa terhubung dengan google maps, dimana kota yg tersedia Alfamart semua bisa menjangkau, ini hanya terbatas kota tertentu. Jadi yg gk masuk daftar kota di alfagift gk bisa menggunakan."
2021-08-07 19:16:26,3,"Bagusnya: Harga menarik, user friendly, karyawan ramah. Kekurangan: 1. Ketika dpt email konfirmasi trx selesai, tdk ada tombol utk komplain jika misal ada item yg kurang 2. Utk alfamart sisingamaraja Yk sering kali tracking tdk sesuai. Blm diterima tapi sdh selesai (dg bukti foto seadanya). 3. Hampir selalu ada item yg ketinggalan. Entah piring hadiah lupa, entah salah produk (harusnya sabun cuci tangan bukan sabun cuci piring), atau malah beras 5kg lupa belum dibawa. Tlg cek ricek sblm diantar"
2023-01-28 16:21:18,1,"Mengecewakan. Sangat tidak rekomended. Kurirnya bilang gabisa antar ke lokaai karna motornya gak ada lampunya, padahal jarak pengantaran hanya 20 menit kurang lebih. kurirnya minta cancel aja dan dia bilang bisa direfund ke rekening saya. Tapi sampai besoknya lagi uang belum direfund, barang pun gak ada yang datang karna statusnya cancel."
2023-12-19 03:40:45,5,"Dengan Alfagift ini sangat memudahkan saya berbelanja saat saya sedang sibuk beraktivitas, terkadang kendaraan tidak ada saya bisa langsung memesan kebutuhan pokok lewat Alfagift karena sekarang ada sistem delivery sangat memudahkan sekali hanya itungan berapa menit langsung sampai. Alfagift sangat memudahkan saya untuk mendapatkan informasi harga sembako yang pasti lebih murah dan selalu mendapatkan informasi harga promo seperti produk gratis, tebus murah dll, sangat memuaskan! #HanyaAlfagift"
2023-12-21 09:32:20,5,"Aplikasinya sangat membantu, bisa belanja di rumah tanpa harus datang ke toko dengan pengiriman yang cepat, promo nya sangat lengkap, produk produk nya lengkap dan berkualitas, metode pembayaran yang sangat mudah, personil nya sangat ramah dalam melakukan pelayanan dan produk nya sesuai dengan yang di pesan , Terimakasih alfamart 🤩"
2022-07-26 09:08:17,1,"Sudah di upgrade malah ga bisa masuk-masuk 'periksa koneksi anda' padahal sinyal full aplikasi lain lancar-lancar aja cuma alfagift ga bisa masuk, udah gitu setiap mau pesan pasti driver selalu penuh. Tolong di perbaiki lagi"
2023-05-29 15:23:16,5,"🌺 Aku kasih bintang 5 untuk aplikasi Alfagift, karena #BebasBelanjaUntung dengan promo Tebus Murah di Alfagift. Belanja lewat alfagift lebih gampang, promo banyak, harga murah. Bisa diantar atau ambil sendiri di toko, jadi tinggal sat set sat set di alfagift tanpa perlu antri di alfamart. Apalagi ada tebus murahnya, tisu aja yg 26ribuan bisa tebus murah jd 15ribu. Keren gak tuh, lumayan anak kos :v Semoga BebasBelanjaUntung tetap lanjut, dan makin banyak promo-promonya. #BebasBelanja"
2023-12-23 07:39:54,5,"aplikasi nya bagus dengan tampilan menarik dan fitur nya lengkap yang memudahkan untuk digunakan. Produk nya lengkap dengan banyak pilihan promo menarik, ngebantu banget buat yang sibuk dan ga sempet keluar rumah buat belanja, apalagi buat kaum rebahan yang males keluar rumah, aplikasi ini jadi solusi utama buat belanja tanpa harus datang langsung dan antri di toko, dengan beberapa pilihan metode pembayaran yang mudah, di antar langsung sampe depan rumah dan yang pasti nya gratis ongkir."
2023-04-11 23:42:58,3,"Setelah diupdate kenapa jadi error. Gak bisa transaksi apapun. Kalo bisa ditambahin pusat bantuan atau live chat CS nya sama kontak toko yang dituju. Bingung kalo mau komplain, Lewat sosmed lama banget responnya."
2022-09-02 12:30:40,2,Untuk tim pengembang... Maaf masih belum bisa dan masalah yang sama Kenapa aplikasi alfagift di redmi 9A saya jadi g bisa nampilin menu y? Hanya muter2 ja Padahal sudah update terbaru dan sebelum2nya masih aman buat belanja
2019-12-12 08:36:25,5,"Aplikasinya bagus, ngk usah bw kartu member lagi klo mau belanja. Tinggl nunjukin barcode di Alfagift, beres deh... trus bisa redeem point ponta di Alfagift. Jd ngk perlu download aplikasi ponta lagi..."
2023-12-22 09:27:30,2,"Hallo alfagift,saya baru saja melakukan pembayaran pesannan saya sebesar Rp.40.000 melalui shopeepay.Biasanya lancar-lancar saja sdh 3Tahunan ini berbelanja melalui alfagift dan biasanya pesanan langsung tertera di riwayat pesanan dengan keterangan 'diproses' jika setelah melakukan pembayaran.Hari ini sangat mengecewakan sekali, pesannan saya tidak ada di riwayat pesanan,padahal shopeepay saya sudah terpotong.Bagaimana ini?Tolong ditindak lanjuti permasalan saya Terimakasih."
2020-04-19 21:55:13,1,"Payah.. saya sudah beberapa kali coba untuk belanja tp pas cek ketersediaan barang kosong semua, sampai akhirnya saya masukkan semua barang ke keranjang dan sama keterangan stok kosong, lalu saya coba masukkan barang yang paling umum dan pasti ada air mineral segala merek ttp keterangan kosong, app nya gimana sih ?? Fix uninstall app"
2022-02-06 20:13:27,4,"Aplikasinya simpel, enak dipandang, dan gak ribet dibandingkan aplikasi minimarket lainnya. Kekurangannya adalah stok barang yg kosong padahal di tokonya masih ada. Please untuk selalu update stok setiap jam, minimal update per hari. Saya lihat di g*mart stok barang yg saya mau ada. Pas lihat di alfagift malah kosong, tolong sistemnya diperbaiki lagi ya. Terimakasih..."
2021-06-02 11:47:29,3,"Pengirimannya lama, pesen sekitar jam 3 sore dikirim besok siangnya, padahal alfa sama rumah paling 20 menit. Trus juga setiap mau beli barang promo selalu aja stok abis, kalau gitu ngapain di pasang pengumuman nya kalau gak bisa dibeli hisss"
2023-04-19 17:16:30,2,"aplikasinya kurang mumpuni, saya pengguna baru setelah mendaftar trus saya buka aplikasinya tapi kok loading nya lama sekali ketika buka bagian berandanya , padahal GPS nya udah di aktifkan gimana mau lihat poinnya. beda sama Indomaret tanpa mengaktifkan GPS terbuka lancar dan tidak pernah loading. tolong diperbaiki aplikasi alfagift nya karena saya sering belanja di Alfamart maupun Alfamidi."
2022-08-23 20:49:21,3,"Tolong donk perbaiki lagi sistem nya .. sering banget down. Masa sekelas Alfa IT nya ga bisa handle penyakit aplikasinya dari dulu ga berubah2. Orang lagi urgent jadi kesel ., percuma ada aplikasi klo ujung2nya tetep harus ke toko"
2024-03-03 12:37:23,2,"Tambahin fitur biar bisa cek barang udh otw pa blm? Soalnya sering ny kurir lama anter ny, gk ada wa kabarin apa², pdhl udh pilih maks 1 jam pengiriman tpi smpy 2 jam an blm smpe, setidaknya kbari cust ny donk , di wa gitu.. jdi kita gk nunggu ²."
2024-12-05 14:51:22,5,"Aku kasih bintang 5 untuk alfagif, karena sangat membantu bagi kami ibu2 yg lagi repot untuk keluar rumah, tinggal pesan langsung antar Terimakasih"
2023-12-19 12:58:03,5,"Saya sudah sering sekali belanja menggunakan aplikasi alfagift, aplikasi ini sangat membantu saya berbelanja terutama belanja kebutuhan rumah sehari hari, belanja jadi lebih praktis, hemat karena banyak promo dan bisa diantar juga. Pokoknya the best banget. #HanyaAlfagift"
2023-01-30 22:42:53,1,Aplikasi super lemot! Mau nampilin halaman aja berat banget loadingnya. Tiap buka aplikasi juga hampir selalu disuruh login mulu padahal saya tak pernah logout! Tolong perbaiki lagi biar enak UI/UX-nya dong!
2022-06-07 18:17:42,3,"Awal pake app ini berjalan bagus bgt.. Lama2 ngerasa starnya sering ilang sendiri, malah bbrp kali belanja starnya dapet, tapi waktu star di klik jumlahnya malah '0' ditunggu berhari2 tetap ga masuk.. kenapa ya bisa gitu? Syukurnya pelayanan karyawan baik2 n sopan2 banget.."
2023-12-22 11:09:50,5,Sangat membantu saya untuk belanja keperluan rumah dan pastinya sangat membantu saya meminimalisir waktu dengan belanja melalu alfagift gratis ongkir dan pengiriman cepat yoi mantepppp abizzzz!🤟🤙
